index,phone_number,cluster,plan_name,category,estimated_cost,suitability,final_score,rank
5101,765-6585,2,All-Rounder 299,All-Rounder,362.36,0.731,0.684,2
5101,765-6585,2,Ultra Unlimited 499,Ultra,510.6,0.817,0.653,3
5102,779-9669,2,Unlimited Talk 399,Unlimited,401.18,0.81,0.704,1
5102,779-9669,2,All-Rounder 299,All-Rounder,349.37,0.736,0.693,2
5102,779-9669,2,Ultra Unlimited 499,Ultra,501.03,0.81,0.654,3
5103,796-9656,2,Unlimited Talk 399,Unlimited,401.41,0.807,0.703,1
5103,796-9656,2,All-Rounder 299,All-Rounder,356.47,0.718,0.681,2
5103,796-9656,2,Ultra Unlimited 499,Ultra,501.24,0.807,0.653,3
5104,777-5897,3,Unlimited Talk 399,Unlimited,410.2,0.815,0.702,1
5104,777-5897,3,All-Rounder 299,All-Rounder,357.54,0.736,0.689,2
5104,777-5897,3,Ultra Unlimited 499,Ultra,509.4,0.815,0.653,3
5105,989-7759,3,Unlimited Talk 399,Unlimited,401.44,0.818,0.708,1
5105,989-7759,3,All-Rounder 299,All-Rounder,353.26,0.726,0.686,2
5105,989-7759,3,Ultra Unlimited 499,Ultra,501.26,0.818,0.658,3
5106,775-5989,1,Unlimited Talk 399,Unlimited,411.77,0.813,0.701,1
5106,775-5989,1,All-Rounder 299,All-Rounder,357.97,0.735,0.689,2
5106,775-5989,1,Ultra Unlimited 499,Ultra,510.86,0.813,0.651,3
5107,767-6885,2,Unlimited Talk 399,Unlimited,411.43,0.802,0.695,1
5107,767-6885,2,All-Rounder 299,All-Rounder,352.0,0.731,0.69,2
5107,767-6885,2,Ultra Unlimited 499,Ultra,510.54,0.802,0.646,3
5108,769-5966,1,All-Rounder 299,All-Rounder,344.82,0.721,0.688,1
5108,769-5966,1,Unlimited Talk 399,Unlimited,411.43,0.782,0.685,2
5108,769-5966,1,Day Pro 349,Day,388.44,0.722,0.667,3
5109,987-9799,3,Unlimited Talk 399,Unlimited,401.63,0.81,0.704,1
5109,987-9799,3,All-Rounder 299,All-Rounder,348.86,0.739,0.695,2
5109,987-9799,3,Ultra Unlimited 499,Ultra,501.44,0.81,0.654,3
5110,779-8955,3,Unlimited Talk 399,Unlimited,401.44,0.816,0.707,1
5110,779-8955,3,All-Rounder 299,All-Rounder,352.11,0.739,0.693,2
5110,779-8955,3,Ultra Unlimited 499,Ultra,501.26,0.816,0.657,3
5111,795-6579,3,Unlimited Talk 399,Unlimited,401.13,0.818,0.708,1
5111,795-6579,3,All-Rounder 299,All-Rounder,357.74,0.729,0.686,2
5111,795-6579,3,Ultra Unlimited 499,Ultra,500.98,0.818,0.659,3
5112,998-5558,2,Unlimited Talk 399,Unlimited,401.46,0.821,0.71,1
5112,998-5558,2,All-Rounder 299,All-Rounder,350.91,0.731,0.69,2
5112,998-5558,2,Ultra Unlimited 499,Ultra,501.29,0.821,0.66,3
5113,986-8759,1,Unlimited Talk 399,Unlimited,400.88,0.822,0.711,1
5113,986-8759,1,All-Rounder 299,All-Rounder,347.15,0.742,0.697,2
5113,986-8759,1,Ultra Unlimited 499,Ultra,500.74,0.822,0.661,3
5114,988-8955,2,Unlimited Talk 399,Unlimited,401.24,0.82,0.709,1
5114,988-8955,2,All-Rounder 299,All-Rounder,352.44,0.736,0.692,2
5114,988-8955,2,Ultra Unlimited 499,Ultra,501.08,0.82,0.659,3
5115,777-9566,3,Unlimited Talk 399,Unlimited,400.9,0.812,0.706,1
5115,777-9566,3,All-Rounder 299,All-Rounder,346.79,0.747,0.7,2
5115,777-9566,3,Ultra Unlimited 499,Ultra,500.77,0.812,0.656,3
5116,999-9899,2,Unlimited Talk 399,Unlimited,410.2,0.81,0.7,1
5116,999-9899,2,All-Rounder 299,All-Rounder,360.85,0.73,0.685,2
5116,999-9899,2,Ultra Unlimited 499,Ultra,509.4,0.81,0.65,3
5117,799-7898,1,Unlimited Talk 399,Unlimited,401.69,0.809,0.704,1
5117,799-7898,1,All-Rounder 299,All-Rounder,349.4,0.739,0.695,2
5117,799-7898,1,Ultra Unlimited 499,Ultra,501.5,0.809,0.654,3
5118,755-6565,3,Unlimited Talk 399,Unlimited,400.79,0.816,0.708,1
5118,755-6565,3,All-Rounder 299,All-Rounder,355.75,0.732,0.688,2
5118,755-6565,3,Ultra Unlimited 499,Ultra,500.66,0.816,0.658,3
5119,757-7987,3,All-Rounder Pro 399,All-Rounder,414.12,0.811,0.698,1
5119,757-7987,3,Unlimited Talk 399,Unlimited,411.43,0.807,0.698,2
5119,757-7987,3,Ultra Unlimited 499,Ultra,510.54,0.807,0.648,3
5120,777-8987,2,Unlimited Talk 399,Unlimited,411.54,0.809,0.699,1
5120,777-8987,2,All-Rounder 299,All-Rounder,363.94,0.726,0.681,2
5120,777-8987,2,Ultra Unlimited 499,Ultra,510.65,0.809,0.649,3
5121,775-9978,3,Unlimited Talk 399,Unlimited,400.57,0.811,0.705,1
5121,775-9978,3,All-Rounder 299,All-Rounder,346.33,0.735,0.694,2
5121,775-9978,3,Ultra Unlimited 499,Ultra,500.46,0.811,0.655,3
5122,755-6585,1,Unlimited Talk 399,Unlimited,411.49,0.826,0.707,1
5122,755-6585,1,All-Rounder 299,All-Rounder,361.86,0.727,0.683,2
5122,755-6585,1,Ultra Unlimited 499,Ultra,510.6,0.826,0.658,3
5123,796-5995,3,Unlimited Talk 399,Unlimited,410.31,0.817,0.703,1
5123,796-5995,3,All-Rounder Pro 399,All-Rounder,416.09,0.809,0.696,2
5123,796-5995,3,Ultra Unlimited 499,Ultra,509.5,0.817,0.654,3
5124,995-7557,3,Unlimited Talk 399,Unlimited,411.43,0.816,0.702,1
5124,995-7557,3,All-Rounder 299,All-Rounder,357.06,0.738,0.69,2
5124,995-7557,3,Ultra Unlimited 499,Ultra,510.54,0.816,0.653,3
5125,758-9579,5,Unlimited Talk 399,Unlimited,411.54,0.825,0.707,1
5125,758-9579,5,All-Rounder 299,All-Rounder,361.38,0.728,0.683,2
5125,758-9579,5,Ultra Unlimited 499,Ultra,510.65,0.825,0.657,3
5126,997-9855,4,Night Owl 199,Night,285.51,0.666,0.69,1
5126,997-9855,4,All-Rounder 299,All-Rounder,346.13,0.713,0.683,2
5126,997-9855,4,Unlimited Talk 399,Unlimited,411.85,0.764,0.676,3
5127,767-8755,2,Unlimited Talk 399,Unlimited,411.43,0.812,0.7,1
5127,767-8755,2,All-Rounder 299,All-Rounder,357.34,0.736,0.689,2
5127,767-8755,2,Ultra Unlimited 499,Ultra,510.54,0.812,0.651,3
5128,788-8899,2,All-Rounder Pro 399,All-Rounder,413.65,0.81,0.698,1
5128,788-8899,2,Unlimited Talk 399,Unlimited,410.31,0.806,0.698,2
5128,788-8899,2,Ultra Unlimited 499,Ultra,509.5,0.806,0.648,3
5129,768-9776,3,Unlimited Talk 399,Unlimited,410.31,0.809,0.699,1
5129,768-9776,3,All-Rounder 299,All-Rounder,358.21,0.727,0.684,2
5129,768-9776,3,Ultra Unlimited 499,Ultra,509.5,0.809,0.65,3
5130,999-7578,3,Unlimited Talk 399,Unlimited,411.32,0.812,0.7,1
5130,999-7578,3,All-Rounder 299,All-Rounder,366.82,0.724,0.679,2
5130,999-7578,3,Ultra Unlimited 499,Ultra,510.44,0.812,0.651,3
5131,799-7568,3,Unlimited Talk 399,Unlimited,411.43,0.814,0.701,1
5131,799-7568,3,All-Rounder 299,All-Rounder,358.84,0.734,0.688,2
5131,799-7568,3,Ultra Unlimited 499,Ultra,510.54,0.814,0.652,3
5132,758-9575,2,Unlimited Talk 399,Unlimited,400.12,0.812,0.706,1
5132,758-9575,2,All-Rounder 299,All-Rounder,353.26,0.737,0.692,2
5132,758-9575,2,Ultra Unlimited 499,Ultra,500.04,0.812,0.656,3
5133,759-5997,3,Unlimited Talk 399,Unlimited,401.63,0.81,0.704,1
5133,759-5997,3,All-Rounder 299,All-Rounder,348.6,0.74,0.696,2
5133,759-5997,3,Ultra Unlimited 499,Ultra,501.44,0.81,0.654,3
5134,758-6675,5,Unlimited Talk 399,Unlimited,411.74,0.81,0.699,1
5134,758-6675,5,All-Rounder 299,All-Rounder,362.56,0.729,0.683,2
5134,758-6675,5,Ultra Unlimited 499,Ultra,510.83,0.81,0.65,3
5135,776-7757,5,Unlimited Talk 399,Unlimited,401.52,0.808,0.703,1
5135,776-7757,5,All-Rounder 299,All-Rounder,358.56,0.718,0.68,2
5135,776-7757,5,Ultra Unlimited 499,Ultra,501.34,0.808,0.653,3
5136,759-9966,3,Unlimited Talk 399,Unlimited,411.46,0.813,0.701,1
5136,759-9966,3,All-Rounder 299,All-Rounder,357.75,0.735,0.689,2
5136,759-9966,3,Ultra Unlimited 499,Ultra,510.57,0.813,0.651,3
5137,799-6668,5,Unlimited Talk 399,Unlimited,400.82,0.818,0.709,1
5137,799-6668,5,All-Rounder 299,All-Rounder,353.4,0.737,0.692,2
5137,799-6668,5,Ultra Unlimited 499,Ultra,500.69,0.818,0.659,3
5138,987-5677,1,Unlimited Talk 399,Unlimited,401.44,0.81,0.704,1
5138,987-5677,1,All-Rounder 299,All-Rounder,351.37,0.739,0.694,2
5138,987-5677,1,Ultra Unlimited 499,Ultra,501.26,0.81,0.654,3
5139,755-9775,2,Unlimited Talk 399,Unlimited,400.96,0.809,0.704,1
5139,755-9775,2,All-Rounder 299,All-Rounder,348.01,0.741,0.696,2
5139,755-9775,2,Ultra Unlimited 499,Ultra,500.82,0.809,0.654,3
5140,996-7679,1,Unlimited Talk 399,Unlimited,410.31,0.81,0.7,1
5140,996-7679,1,All-Rounder 299,All-Rounder,358.92,0.728,0.685,2
5140,996-7679,1,Ultra Unlimited 499,Ultra,509.5,0.81,0.65,3
5141,798-9975,2,Unlimited Talk 399,Unlimited,411.77,0.818,0.703,1
5141,798-9975,2,All-Rounder Pro 399,All-Rounder,420.72,0.802,0.691,2
5141,798-9975,2,Ultra Unlimited 499,Ultra,510.86,0.818,0.654,3
5142,997-9856,3,Unlimited Talk 399,Unlimited,411.74,0.802,0.695,1
5142,997-9856,3,All-Rounder 299,All-Rounder,352.18,0.736,0.692,2
5142,997-9856,3,Ultra Unlimited 499,Ultra,510.83,0.802,0.646,3
5143,988-6676,2,Unlimited Talk 399,Unlimited,401.07,0.813,0.706,1
5143,988-6676,2,All-Rounder 299,All-Rounder,344.77,0.741,0.698,2
5143,988-6676,2,Ultra Unlimited 499,Ultra,500.92,0.813,0.656,3
5144,997-6687,2,Unlimited Talk 399,Unlimited,411.52,0.811,0.7,1
5144,997-6687,2,All-Rounder 299,All-Rounder,368.22,0.712,0.672,2
5144,997-6687,2,Ultra Unlimited 499,Ultra,510.62,0.811,0.65,3
5145,779-6578,2,Unlimited Talk 399,Unlimited,400.54,0.812,0.706,1
5145,779-6578,2,All-Rounder 299,All-Rounder,346.1,0.75,0.702,2
5145,779-6578,2,Ultra Unlimited 499,Ultra,500.43,0.812,0.656,3
5146,989-9759,3,Unlimited Talk 399,Unlimited,411.8,0.812,0.7,1
5146,989-9759,3,All-Rounder 299,All-Rounder,363.56,0.726,0.681,2
5146,989-9759,3,Ultra Unlimited 499,Ultra,510.88,0.812,0.651,3
5147,769-9955,3,Unlimited Talk 399,Unlimited,401.63,0.812,0.705,1
5147,769-9955,3,All-Rounder 299,All-Rounder,345.81,0.748,0.701,2
5147,769-9955,3,Ultra Unlimited 499,Ultra,501.44,0.812,0.655,3
5148,779-6977,3,Unlimited Talk 399,Unlimited,411.99,0.818,0.703,1
5148,779-6977,3,All-Rounder 299,All-Rounder,361.58,0.733,0.686,2
5148,779-6977,3,Ultra Unlimited 499,Ultra,511.06,0.818,0.653,3
5149,765-5787,1,Unlimited Talk 399,Unlimited,401.35,0.809,0.704,1
5149,765-5787,1,All-Rounder 299,All-Rounder,349.14,0.738,0.694,2
5149,765-5787,1,Ultra Unlimited 499,Ultra,501.18,0.809,0.654,3
5150,985-9577,4,Night Owl 199,Night,255.98,0.689,0.717,1
5150,985-9577,4,All-Rounder 299,All-Rounder,333.67,0.709,0.688,2
5150,985-9577,4,Midnight Max 299,Midnight,343.09,0.696,0.676,3
5151,996-9895,2,Unlimited Talk 399,Unlimited,410.31,0.813,0.701,1
5151,996-9895,2,All-Rounder 299,All-Rounder,359.11,0.734,0.687,2
5151,996-9895,2,Ultra Unlimited 499,Ultra,509.5,0.813,0.652,3
5152,958-5655,1,Unlimited Talk 399,Unlimited,411.32,0.812,0.7,1
5152,958-5655,1,All-Rounder 299,All-Rounder,356.52,0.737,0.69,2
5152,958-5655,1,Ultra Unlimited 499,Ultra,510.44,0.812,0.651,3
5153,779-5679,3,Unlimited Talk 399,Unlimited,411.49,0.815,0.702,1
5153,779-5679,3,All-Rounder 299,All-Rounder,361.89,0.731,0.685,2
5153,779-5679,3,Ultra Unlimited 499,Ultra,510.6,0.815,0.652,3
5154,987-9588,2,Unlimited Talk 399,Unlimited,401.13,0.807,0.703,1
5154,987-9588,2,All-Rounder 299,All-Rounder,348.28,0.737,0.694,2
5154,987-9588,2,Ultra Unlimited 499,Ultra,500.98,0.807,0.653,3
5155,769-5899,4,Unlimited Talk 399,Unlimited,410.37,0.78,0.685,1
5155,769-5899,4,All-Rounder 299,All-Rounder,347.3,0.714,0.683,2
5155,769-5899,4,Day Pro 349,Day,387.65,0.725,0.669,3
5156,789-9856,1,Unlimited Talk 399,Unlimited,411.52,0.815,0.702,1
5156,789-9856,1,All-Rounder 299,All-Rounder,358.07,0.736,0.689,2
5156,789-9856,1,Ultra Unlimited 499,Ultra,510.62,0.815,0.652,3
5157,788-8755,2,Unlimited Talk 399,Unlimited,401.13,0.81,0.704,1
5157,788-8755,2,All-Rounder 299,All-Rounder,358.58,0.73,0.686,2
5157,788-8755,2,Ultra Unlimited 499,Ultra,500.98,0.81,0.655,3
5158,998-7975,2,Unlimited Talk 399,Unlimited,411.71,0.816,0.702,1
5158,998-7975,2,All-Rounder 299,All-Rounder,360.77,0.733,0.686,2
5158,998-7975,2,Ultra Unlimited 499,Ultra,510.8,0.816,0.653,3
5159,788-7979,4,Night Owl 199,Night,258.01,0.656,0.699,1
5159,788-7979,4,All-Rounder 299,All-Rounder,328.64,0.705,0.688,2
5159,788-7979,4,Midnight Max 299,Midnight,337.41,0.695,0.679,3
5160,778-7575,3,Night Owl 199,Night,265.69,0.655,0.695,1
5160,778-7575,3,All-Rounder 299,All-Rounder,335.94,0.706,0.685,2
5160,778-7575,3,Midnight Max 299,Midnight,346.62,0.694,0.674,3
5161,779-5557,2,Unlimited Talk 399,Unlimited,410.31,0.812,0.701,1
5161,779-5557,2,All-Rounder 299,All-Rounder,363.18,0.727,0.682,2
5161,779-5557,2,Ultra Unlimited 499,Ultra,509.5,0.812,0.651,3
5162,798-8757,2,Unlimited Talk 399,Unlimited,410.4,0.818,0.704,1
5162,798-8757,2,All-Rounder 299,All-Rounder,363.24,0.73,0.683,2
5162,798-8757,2,Ultra Unlimited 499,Ultra,509.58,0.818,0.654,3
5163,777-6859,3,Unlimited Talk 399,Unlimited,411.57,0.814,0.701,1
5163,777-6859,3,All-Rounder 299,All-Rounder,364.29,0.728,0.682,2
5163,777-6859,3,Ultra Unlimited 499,Ultra,510.67,0.814,0.652,3
5164,799-5977,2,Unlimited Talk 399,Unlimited,411.6,0.816,0.702,1
5164,799-5977,2,All-Rounder 299,All-Rounder,367.66,0.725,0.679,2
5164,799-5977,2,Ultra Unlimited 499,Ultra,510.7,0.816,0.653,3
5165,775-5569,2,Unlimited Talk 399,Unlimited,412.38,0.824,0.706,1
5165,775-5569,2,All-Rounder Pro 399,All-Rounder,421.89,0.8,0.689,2
5165,775-5569,2,Ultra Unlimited 499,Ultra,511.43,0.824,0.656,3
5166,797-9958,3,Unlimited Talk 399,Unlimited,411.43,0.815,0.702,1
5166,797-9958,3,All-Rounder 299,All-Rounder,357.62,0.728,0.685,2
5166,797-9958,3,Ultra Unlimited 499,Ultra,510.54,0.815,0.652,3
5167,995-9875,5,All-Rounder Pro 399,All-Rounder,407.41,0.817,0.705,1
5167,995-9875,5,Unlimited Talk 399,Unlimited,400.85,0.803,0.701,2
5167,995-9875,5,Ultra Unlimited 499,Ultra,500.72,0.803,0.651,3
5168,789-5756,3,Unlimited Talk 399,Unlimited,400.79,0.807,0.703,1
5168,789-5756,3,All-Rounder 299,All-Rounder,349.62,0.736,0.693,2
5168,789-5756,3,Ultra Unlimited 499,Ultra,500.66,0.807,0.653,3
5169,795-7855,5,All-Rounder 299,All-Rounder,344.87,0.723,0.689,1
5169,795-7855,5,Unlimited Talk 399,Unlimited,411.57,0.781,0.685,2
5169,795-7855,5,Day Pro 349,Day,387.26,0.726,0.669,3
5170,775-6958,2,Unlimited Talk 399,Unlimited,411.52,0.8,0.694,1
5170,775-6958,2,All-Rounder 299,All-Rounder,354.5,0.729,0.687,2
5170,775-6958,2,Ultra Unlimited 499,Ultra,510.62,0.8,0.645,3
5171,755-9899,2,Unlimited Talk 399,Unlimited,401.66,0.812,0.705,1
5171,755-9899,2,All-Rounder 299,All-Rounder,361.29,0.729,0.684,2
5171,755-9899,2,Ultra Unlimited 499,Ultra,501.47,0.812,0.655,3
5172,785-9997,3,Unlimited Talk 399,Unlimited,400.79,0.818,0.709,1
5172,785-9997,3,All-Rounder 299,All-Rounder,353.22,0.737,0.692,2
5172,785-9997,3,Ultra Unlimited 499,Ultra,500.66,0.818,0.659,3
5173,786-8576,2,Unlimited Talk 399,Unlimited,410.42,0.817,0.703,1
5173,786-8576,2,All-Rounder 299,All-Rounder,367.5,0.725,0.679,2
5173,786-8576,2,Ultra Unlimited 499,Ultra,509.61,0.817,0.654,3
5174,767-7898,2,Unlimited Talk 399,Unlimited,411.8,0.815,0.702,1
5174,767-7898,2,All-Rounder 299,All-Rounder,367.27,0.725,0.679,2
5174,767-7898,2,Ultra Unlimited 499,Ultra,510.88,0.815,0.652,3
5175,768-6996,2,Unlimited Talk 399,Unlimited,411.82,0.817,0.703,1
5175,768-6996,2,All-Rounder 299,All-Rounder,358.91,0.736,0.689,2
5175,768-6996,2,Ultra Unlimited 499,Ultra,510.91,0.817,0.653,3
5176,998-5967,1,Unlimited Talk 399,Unlimited,401.1,0.821,0.71,1
5176,998-5967,1,All-Rounder Pro 399,All-Rounder,413.37,0.811,0.699,2
5176,998-5967,1,Ultra Unlimited 499,Ultra,500.95,0.821,0.66,3
5177,799-6695,5,Unlimited Talk 399,Unlimited,411.43,0.818,0.703,1
5177,799-6695,5,All-Rounder 299,All-Rounder,367.34,0.726,0.679,2
5177,799-6695,5,Ultra Unlimited 499,Ultra,510.54,0.818,0.654,3
5178,798-9986,3,Unlimited Talk 399,Unlimited,400.51,0.811,0.705,1
5178,798-9986,3,All-Rounder 299,All-Rounder,345.26,0.749,0.702,2
5178,798-9986,3,Ultra Unlimited 499,Ultra,500.4,0.811,0.655,3
5179,799-9797,1,Unlimited Talk 399,Unlimited,411.43,0.814,0.701,1
5179,799-9797,1,All-Rounder 299,All-Rounder,369.17,0.723,0.677,2
5179,799-9797,1,Ultra Unlimited 499,Ultra,510.54,0.814,0.652,3
5180,755-5595,3,Unlimited Talk 399,Unlimited,410.37,0.808,0.699,1
5180,755-5595,3,All-Rounder 299,All-Rounder,359.98,0.73,0.685,2
5180,755-5595,3,Ultra Unlimited 499,Ultra,509.56,0.808,0.649,3
5181,786-8998,2,Night Owl 199,Night,277.5,0.68,0.701,1
5181,786-8998,2,All-Rounder 299,All-Rounder,340.94,0.723,0.691,2
5181,786-8998,2,Unlimited Talk 399,Unlimited,411.71,0.767,0.678,3
5182,799-9855,1,Unlimited Talk 399,Unlimited,411.49,0.814,0.701,1
5182,799-9855,1,All-Rounder 299,All-Rounder,358.5,0.735,0.688,2
5182,799-9855,1,Ultra Unlimited 499,Ultra,510.6,0.814,0.652,3
5183,785-9955,3,Unlimited Talk 399,Unlimited,411.71,0.808,0.698,1
5183,785-9955,3,All-Rounder 299,All-Rounder,363.75,0.726,0.681,2
5183,785-9955,3,Ultra Unlimited 499,Ultra,510.8,0.808,0.649,3
5184,787-5698,2,Unlimited Talk 399,Unlimited,411.43,0.81,0.699,1
5184,787-5698,2,All-Rounder 299,All-Rounder,361.58,0.727,0.683,2
5184,787-5698,2,Ultra Unlimited 499,Ultra,510.54,0.81,0.65,3
5185,997-9768,5,Unlimited Talk 399,Unlimited,410.42,0.815,0.702,1
5185,997-9768,5,All-Rounder 299,All-Rounder,362.2,0.73,0.684,2
5185,997-9768,5,Ultra Unlimited 499,Ultra,509.61,0.815,0.653,3
5186,988-9876,2,Unlimited Talk 399,Unlimited,401.44,0.824,0.711,1
5186,988-9876,2,All-Rounder 299,All-Rounder,367.56,0.716,0.674,2
5186,988-9876,2,Ultra Unlimited 499,Ultra,501.26,0.824,0.661,3
5187,779-8759,3,Unlimited Talk 399,Unlimited,411.43,0.814,0.701,1
5187,779-8759,3,All-Rounder 299,All-Rounder,355.12,0.733,0.689,2
5187,779-8759,3,Ultra Unlimited 499,Ultra,510.54,0.814,0.652,3
5188,767-8959,5,Unlimited Talk 399,Unlimited,411.54,0.802,0.695,1
5188,767-8959,5,All-Rounder 299,All-Rounder,352.23,0.733,0.69,2
5188,767-8959,5,Ultra Unlimited 499,Ultra,510.65,0.802,0.646,3
5189,988-8998,3,Unlimited Talk 399,Unlimited,411.43,0.821,0.705,1
5189,988-8998,3,All-Rounder Pro 399,All-Rounder,418.77,0.807,0.694,2
5189,988-8998,3,Ultra Unlimited 499,Ultra,510.54,0.821,0.655,3
5190,767-8695,3,Unlimited Talk 399,Unlimited,410.31,0.811,0.7,1
5190,767-8695,3,All-Rounder 299,All-Rounder,357.5,0.733,0.688,2
5190,767-8695,3,Ultra Unlimited 499,Ultra,509.5,0.811,0.651,3
5191,758-5697,2,Unlimited Talk 399,Unlimited,401.44,0.8,0.699,1
5191,758-5697,2,All-Rounder 299,All-Rounder,342.64,0.737,0.697,2
5191,758-5697,2,Ultra Unlimited 499,Ultra,501.26,0.8,0.649,3
5192,769-7987,3,Unlimited Talk 399,Unlimited,401.24,0.807,0.703,1
5192,769-7987,3,All-Rounder 299,All-Rounder,348.33,0.738,0.695,2
5192,769-7987,3,Ultra Unlimited 499,Ultra,501.08,0.807,0.653,3
5193,799-6855,2,Night Owl 199,Night,248.44,0.687,0.719,1
5193,799-6855,2,All-Rounder 299,All-Rounder,322.92,0.725,0.701,2
5193,799-6855,2,Midnight Max 299,Midnight,329.86,0.703,0.687,3
5194,775-9888,3,Unlimited Talk 399,Unlimited,410.31,0.817,0.703,1
5194,775-9888,3,All-Rounder 299,All-Rounder,359.18,0.735,0.688,2
5194,775-9888,3,Ultra Unlimited 499,Ultra,509.5,0.817,0.654,3
5195,799-5568,1,Unlimited Talk 399,Unlimited,410.37,0.813,0.701,1
5195,799-5568,1,All-Rounder 299,All-Rounder,355.34,0.729,0.687,2
5195,799-5568,1,Ultra Unlimited 499,Ultra,509.56,0.813,0.652,3
5196,799-9878,1,Night Owl 199,Night,254.12,0.668,0.707,1
5196,799-9878,1,All-Rounder 299,All-Rounder,326.66,0.711,0.692,2
5196,799-9878,1,Midnight Max 299,Midnight,335.02,0.699,0.682,3
5197,799-6585,1,Unlimited Talk 399,Unlimited,401.77,0.807,0.703,1
5197,799-6585,1,All-Rounder 299,All-Rounder,350.85,0.733,0.691,2
5197,799-6585,1,Ultra Unlimited 499,Ultra,501.57,0.807,0.653,3
5198,999-7695,5,Unlimited Talk 399,Unlimited,411.43,0.811,0.7,1
5198,999-7695,5,All-Rounder 299,All-Rounder,361.7,0.73,0.684,2
5198,999-7695,5,Ultra Unlimited 499,Ultra,510.54,0.811,0.65,3
5199,756-9955,2,Unlimited Talk 399,Unlimited,400.79,0.806,0.703,1
5199,756-9955,2,All-Rounder 299,All-Rounder,350.88,0.734,0.692,2
5199,756-9955,2,Ultra Unlimited 499,Ultra,500.66,0.806,0.653,3
5200,996-7866,5,Unlimited Talk 399,Unlimited,410.2,0.819,0.704,1
5200,996-7866,5,All-Rounder 299,All-Rounder,361.89,0.731,0.685,2
5200,996-7866,5,Ultra Unlimited 499,Ultra,509.4,0.819,0.655,3
5201,778-9958,3,Unlimited Talk 399,Unlimited,411.43,0.81,0.699,1
5201,778-9958,3,All-Rounder 299,All-Rounder,360.1,0.727,0.683,2
5201,778-9958,3,Ultra Unlimited 499,Ultra,510.54,0.81,0.65,3
5202,995-7578,3,Unlimited Talk 399,Unlimited,411.43,0.804,0.696,1
5202,995-7578,3,All-Rounder 299,All-Rounder,351.35,0.734,0.691,2
5202,995-7578,3,Ultra Unlimited 499,Ultra,510.54,0.804,0.647,3
5203,797-9567,1,Unlimited Talk 399,Unlimited,401.69,0.813,0.706,1
5203,797-9567,1,All-Rounder 299,All-Rounder,349.61,0.742,0.696,2
5203,797-9567,1,Ultra Unlimited 499,Ultra,501.5,0.813,0.656,3
5204,786-5689,1,All-Rounder Pro 399,All-Rounder,404.05,0.826,0.711,1
5204,786-5689,1,Unlimited Talk 399,Unlimited,400.96,0.808,0.704,2
5204,786-5689,1,Ultra Unlimited 499,Ultra,500.82,0.808,0.654,3
5205,779-9759,3,Unlimited Talk 399,Unlimited,401.1,0.813,0.706,1
5205,779-9759,3,All-Rounder 299,All-Rounder,345.07,0.751,0.703,2
5205,779-9759,3,Ultra Unlimited 499,Ultra,500.95,0.813,0.656,3
5206,778-7959,3,Unlimited Talk 399,Unlimited,401.72,0.813,0.706,1
5206,778-7959,3,All-Rounder 299,All-Rounder,345.7,0.749,0.702,2
5206,778-7959,3,Ultra Unlimited 499,Ultra,501.52,0.813,0.656,3
5207,797-7755,2,Unlimited Talk 399,Unlimited,401.07,0.812,0.705,1
5207,797-7755,2,All-Rounder 299,All-Rounder,344.34,0.751,0.703,2
5207,797-7755,2,Ultra Unlimited 499,Ultra,500.92,0.812,0.656,3
5208,757-5557,2,Unlimited Talk 399,Unlimited,411.74,0.824,0.706,1
5208,757-5557,2,All-Rounder 299,All-Rounder,363.93,0.726,0.681,2
5208,757-5557,2,Ultra Unlimited 499,Ultra,510.83,0.824,0.657,3
5209,999-5779,3,Unlimited Talk 399,Unlimited,411.74,0.812,0.7,1
5209,999-5779,3,All-Rounder 299,All-Rounder,360.99,0.726,0.683,2
5209,999-5779,3,Ultra Unlimited 499,Ultra,510.83,0.812,0.651,3
5210,798-8588,5,Night Owl 199,Night,265.63,0.66,0.697,1
5210,798-8588,5,All-Rounder 299,All-Rounder,334.86,0.713,0.689,2
5210,798-8588,5,Midnight Max 299,Midnight,345.81,0.694,0.674,3
5211,779-7595,2,Unlimited Talk 399,Unlimited,401.49,0.811,0.705,1
5211,779-7595,2,All-Rounder 299,All-Rounder,354.38,0.732,0.689,2
5211,779-7595,2,Ultra Unlimited 499,Ultra,501.31,0.811,0.655,3
5212,757-7875,1,All-Rounder 299,All-Rounder,340.95,0.744,0.702,1
5212,757-7875,1,Unlimited Talk 399,Unlimited,401.1,0.802,0.7,2
5212,757-7875,1,Ultra Unlimited 499,Ultra,500.95,0.802,0.651,3
5213,797-9677,1,Unlimited Talk 399,Unlimited,410.34,0.818,0.704,1
5213,797-9677,1,All-Rounder 299,All-Rounder,357.84,0.737,0.69,2
5213,797-9677,1,Ultra Unlimited 499,Ultra,509.53,0.818,0.654,3
5214,795-9598,3,Unlimited Talk 399,Unlimited,410.34,0.815,0.702,1
5214,795-9598,3,All-Rounder 299,All-Rounder,357.86,0.736,0.689,2
5214,795-9598,3,Ultra Unlimited 499,Ultra,509.53,0.815,0.653,3
5215,778-7986,2,Unlimited Talk 399,Unlimited,401.63,0.818,0.708,1
5215,778-7986,2,All-Rounder 299,All-Rounder,345.49,0.744,0.699,2
5215,778-7986,2,Ultra Unlimited 499,Ultra,501.44,0.818,0.658,3
