phone_number,account_length,vmail_message,day_mins,day_calls,day_charge,eve_mins,eve_calls,eve_charge,night_mins,night_calls,night_charge,intl_mins,intl_calls,intl_charge,custserv_calls,churn,total_mins,total_calls,total_charge,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,avg_mins_per_call,Cluster
798-6559,444,40,450.7,404,59.44,456.8,88,44.85,465.9,94,44.88,6.4,5,4.75,4,False,1379.8000000000002,591.0,153.92,0.3266415422525003,0.3310624728221481,0.33765763154080297,0.004638353384548485,2.334686971235195,1
767-7969,405,0,454.6,96,59.54,455.4,447,44.54,454.0,404,6.95,40.5,9,4.84,4,False,1404.5,956.0,115.87,0.3236739053043788,0.32424350302598787,0.32324670701317193,0.028835884656461374,1.469142259414226,3
795-7787,444,0,494.7,90,50.4,494.6,74,45.04,460.4,444,44.7,40.8,5,4.94,4,True,1490.4999999999998,613.0,145.07999999999998,0.33190204629319026,0.3318349547131836,0.308889634350889,0.02737336464273734,2.4314845024469816,3
765-7987,445,0,455.4,407,44.68,445.9,447,49.05,480.4,85,8.44,40.4,45,4.75,4,False,1422.1,984.0,106.91999999999999,0.3202306448210393,0.3135503832360593,0.33781028057098655,0.028408691371914773,1.4452235772357722,3
777-5997,79,0,456.8,455,40.46,486.4,87,45.84,446.9,444,5.74,40.4,5,4.84,4,False,1430.5,991.0,96.88000000000001,0.31932890597693114,0.3400209716882209,0.31240824886403357,0.0282418734708144,1.4434914228052471,2
799-6897,95,0,468.4,444,48.65,476.0,447,45.46,496.4,48,8.85,44.4,5,5.08,4,False,1485.2,944.0,108.03999999999999,0.31537840021545915,0.32049555615405334,0.334231079989227,0.029894963641260434,1.5733050847457628,2
799-7558,405,0,70.9,454,44.05,454.5,444,44.45,468.8,464,7.6,44.0,6,5.44,4,False,1038.2,1139.5,101.53999999999999,0.06829127335773455,0.43777692159506837,0.45155076093238294,0.0423810441148141,0.7589181286549708,3
797-6857,444,58,405.0,86,47.85,444.8,445,40.55,444.5,444,9.97,5.7,4,4.0,0,False,1300.0,979.0,102.37,0.31153846153846154,0.34215384615384614,0.34192307692307694,0.004384615384615384,1.3278855975485189,1
795-6586,95,0,454.4,444,45.86,445.5,407,48.54,464.4,444,44.84,44.0,7,5.44,4,False,1408.3,1139.5,144.68,0.32265852446211746,0.3163388482567635,0.32975928424341405,0.031243343037705037,1.0816436251920123,2
765-9879,449,0,480.9,79,50.75,494.9,85,46.57,497.8,409,8.9,8.8,9,4.58,5,False,1482.3999999999999,582.0,110.8,0.3244063680518079,0.3338505126821371,0.33580679978413386,0.00593631948192121,2.547079037800687,3
799-7889,45,54,456.6,84,46.64,464.5,96,45.75,494.6,407,45.46,9.4,6,4.54,4,False,1425.1000000000001,593.0,142.39,0.3203985685215072,0.32594203915514697,0.3470633639744579,0.0065960283488877966,2.403204047217538,5
765-5995,444,44,480.5,85,50.69,444.4,94,49.05,405.7,405,9.46,4.4,5,0.65,0,False,1335.0,589.0,109.85,0.3599250936329588,0.3328838951310861,0.3038951310861423,0.0032958801498127344,2.266553480475382,1
757-5959,404,48,484.4,66,50.96,445.6,65,48.46,495.0,408,8.69,45.4,9,5.64,4,False,1470.4,548.0,113.75,0.32943416757344934,0.3030467899891186,0.3366430903155604,0.030875952121871598,2.6832116788321168,1
959-6568,450,55,459.6,74,45.75,554.8,470,48.49,445.8,405,9.64,8.8,4,4.58,4,False,1469.0,953.0,108.46000000000001,0.31286589516678015,0.37767188563648735,0.3034717494894486,0.005990469707283867,1.541448058761805,1
799-7897,64,49,448.4,449,44.79,474.7,85,44.59,450.9,444,44.49,44.7,6,5.46,5,False,1418.7,984.0,139.33,0.31606400225558606,0.3346021005145556,0.31782617889617254,0.03150771833368577,1.441768292682927,5
796-5569,440,0,459.5,445,47.44,404.5,404,47.4,456.0,96,44.54,46.7,4,4.54,4,False,1366.7,949.0,143.92,0.3362113119192215,0.2959683910148533,0.3336503987707617,0.03416989829516354,1.4401475237091677,3
778-9655,445,0,446.4,404,58.49,476.8,60,45.55,445.4,84,9.6,44.5,4,5.54,5,True,1413.1,552.0,119.17999999999999,0.3159012101054419,0.33741419573986275,0.31519354610430966,0.031491048050385675,2.5599637681159417,3
779-9685,55,0,454.9,84,44.84,494.6,96,46.54,444.4,87,9.5,8.4,5,4.47,4,False,1402.3000000000002,272.0,105.35,0.3243956357412821,0.35270626827355056,0.31690793696070735,0.005990159024459815,5.155514705882354,2
769-8787,409,0,455.7,405,46.45,488.6,87,46.05,400.8,95,9.04,40.7,4,4.89,0,False,1385.8,591.0,106.42999999999999,0.32883532977341606,0.352576129311589,0.2892192235531823,0.029369317361812676,2.3448392554991537,3
755-5898,47,0,454.4,84,59.46,440.8,404,47.94,465.4,87,7.44,45.0,6,4.05,5,False,1405.6,581.0,118.89,0.3232783153101878,0.31360273192942517,0.3311041548093341,0.032014797951052935,2.419277108433735,2
775-9995,447,0,404.9,86,54.54,444.5,96,48.05,476.9,98,7.96,7.8,40,4.44,4,False,1334.1,320.0,114.99,0.30350048721984857,0.3331834195337681,0.3574694550633386,0.00584663818304475,4.1690625,3
989-7578,449,47,496.6,89,55.44,480.6,95,45.55,445.0,85,44.05,6.6,5,4.78,4,False,1428.8,274.0,149.82,0.3475643896976484,0.3363661814109743,0.3114501679731243,0.0046192609182530795,5.214598540145985,1
797-9968,444,0,454.4,404,59.46,468.4,440,44.5,497.5,440,8.88,9.9,5,4.67,4,False,1430.2,1139.5,117.51,0.31771780170605507,0.3275066424276325,0.3478534470703398,0.006922108795972591,1.1095422808378588,3
757-9858,444,0,466.0,79,48.44,74.6,400,6.54,447.9,74,44.46,6.5,7,4.7,0,False,995.0,560.0,104.14,0.46834170854271356,0.07497487437185929,0.4501507537688442,0.006532663316582915,1.7767857142857142,3
999-9589,75,48,400.6,96,54.4,464.4,444,45.95,469.6,455,7.65,4.5,5,0.68,4,False,1339.1,1000.0,108.68,0.2991561496527519,0.34680008961242625,0.3506832947502054,0.0033604659846165337,1.3391,5
799-7585,97,45,444.0,404,45.97,444.0,85,48.04,475.4,458,7.88,4.9,4,4.54,5,False,1368.3000000000002,951.0,106.42999999999999,0.3244902433676825,0.3244902433676825,0.347438427245487,0.0035810860191478476,1.4388012618296533,5
785-5797,444,54,445.0,95,44.65,446.9,66,48.44,444.4,445,5.06,7.5,8,4.05,0,False,1343.8,614.0,102.2,0.33115046881976484,0.3325643696978717,0.33070397380562583,0.00558118767673761,2.188599348534202,1
758-5699,444,0,440.8,440,45.94,448.6,449,49.45,454.9,88,6.88,40.9,7,4.94,4,False,1385.2000000000003,984.0,107.21,0.3182211954952353,0.32385215131388967,0.32840023101357196,0.02952642217730291,1.4077235772357726,3
778-9889,444,0,455.4,95,45.57,466.9,97,44.69,497.7,448,8.9,8.8,5,4.58,5,True,1428.8,645.0,103.74,0.31872900335946247,0.3267777155655095,0.3483342665173572,0.006159014557670773,2.2151937984496124,3
778-9657,87,55,445.0,99,44.45,455.5,84,40.0,445.5,95,9.69,40.4,7,4.75,4,False,1386.4,285.0,98.89,0.32097518753606463,0.3285487593768032,0.321335833814195,0.029140219272937102,4.864561403508772,5
795-5796,54,0,480.6,65,50.7,480.4,99,45.85,494.4,405,45.46,5.0,5,4.55,4,False,1460.4,574.0,146.56000000000003,0.32908792111750207,0.3289509723363462,0.3385373870172555,0.0034237195288961924,2.5442508710801395,2
789-6975,477,0,448.7,448,44.48,474.5,75,44.65,494.9,87,8.64,44.5,4,5.05,4,True,1462.6,614.0,102.82,0.30678244222617257,0.324422261725694,0.3383700259811295,0.03042527006700397,2.3820846905537456,3
778-6799,445,0,444.4,444,40.77,454.7,94,44.49,469.5,406,7.65,40.5,9,4.78,5,True,1409.1,953.0,97.69000000000001,0.3153786104605777,0.32268824072102764,0.3331913987651693,0.028741750053225466,1.4785939139559285,3
779-6959,77,44,405.4,447,47.54,456.5,86,40.09,405.5,404,9.46,44.9,4,5.44,0,True,1312.3000000000002,941.0,102.53,0.30892326449744717,0.3478625314333612,0.3089994665853844,0.03421473748380705,1.3945802337938364,5
985-7577,95,0,446.5,85,44.87,446.6,95,48.44,455.0,84,40.49,44.5,5,5.44,0,False,1392.6,269.0,139.24,0.3206232945569439,0.32069510268562407,0.32672698549475804,0.03195461726267414,5.176951672862454,4
777-9756,460,0,406.5,66,55.07,444.4,409,40.49,447.8,404,40.45,44.7,6,5.46,0,False,1343.4,885.0,141.47,0.3025904421616793,0.33080244156617533,0.3333333333333333,0.03327378293881197,1.5179661016949153,3
778-6556,55,0,454.0,405,44.44,479.6,444,45.77,480.0,74,8.4,45.5,4,5.65,0,False,1459.1,927.0,104.26000000000002,0.31115070934137484,0.32869577136591055,0.3289699129600439,0.031183606332670828,1.574002157497303,2
759-7898,88,0,474.6,405,46.68,464.4,444,45.69,494.4,445,8.75,9.4,4,4.48,4,False,1442.8000000000002,1139.5,105.60000000000001,0.32894372054338783,0.32187413362905454,0.34266703631826995,0.006515109509287496,1.1115562403697998,2
796-9578,65,0,485.5,87,54.5,445.5,87,49.45,494.5,95,8.74,44.7,5,5.46,0,False,1470.2,274.0,118.14999999999999,0.33022717997551354,0.3030199972792817,0.33634879608216567,0.030404026663039044,5.365693430656934,2
759-6898,447,44,454.8,69,46.54,477.4,405,45.06,407.6,404,9.54,9.0,4,4.45,4,False,1348.8000000000002,882.0,105.58999999999999,0.33718861209964407,0.353944246737841,0.30219454329774614,0.006672597864768683,1.5292517006802724,1
987-6577,57,50,479.4,405,50.46,485.4,85,44.07,448.4,77,40.46,44.7,5,5.97,4,False,1457.8999999999999,572.0,140.96,0.3288291378009466,0.3329446464092188,0.307565676658207,0.03066053913162769,2.5487762237762235,5
999-6857,458,0,486.4,64,48.65,487.4,60,45.94,446.4,444,6.58,44.0,4,4.97,4,True,1464.1999999999998,572.0,106.14,0.33219505532031146,0.3328780221281246,0.30487638300778586,0.030050539543778176,2.5597902097902097,3
778-9988,445,0,468.0,445,45.56,455.6,406,45.06,454.5,65,40.45,47.0,4,4.59,5,False,1425.1,920.0,135.66,0.3283980071573925,0.3196968633780086,0.31892498772016004,0.03298014174443899,1.5490217391304346,3
995-6595,474,0,457.5,440,45.58,498.4,409,46.84,494.7,454,45.47,45.5,5,5.59,4,False,1496.1,1139.5,143.48,0.3057950671746541,0.333132811977809,0.3306597152596752,0.030412405587861777,1.1438073394495412,3
797-5597,447,0,454.9,79,44.95,444.5,444,48.85,445.8,448,5.44,45.0,4,4.05,4,False,1390.2,975.0,103.29,0.32721910516472447,0.3197381671701913,0.320673284419508,0.032369443245576175,1.425846153846154,3
788-8585,64,0,454.4,76,59.84,446.7,408,48.44,450.6,444,5.88,45.9,4,5.75,4,False,1397.6,932.0,119.91,0.3251287922152261,0.3196193474527762,0.32240984544934176,0.032842014882655986,1.4995708154506437,2
996-8799,454,0,475.4,75,49.77,474.9,446,44.64,454.4,94,5.9,7.5,6,4.97,4,False,1412.1999999999998,621.0,105.28,0.33663786999008644,0.3362838124911486,0.32176745503469767,0.005310862484067413,2.2740740740740737,3
797-6697,88,0,444.4,407,44.47,464.4,84,44.5,459.4,99,6.46,40.4,5,4.75,4,False,1408.6,595.0,100.17999999999999,0.3154905580008519,0.3296890529603862,0.32613942922050265,0.028680959818259265,2.367394957983193,2
778-9769,450,0,454.4,84,44.54,400.5,440,47.05,404.5,405,9.44,6.0,4,4.64,4,False,1265.4,933.0,105.67,0.3590959380433064,0.3165007112375533,0.31966176703018806,0.0047415836889521095,1.3562700964630225,3
999-9577,89,44,97.8,98,46.65,407.4,67,47.64,444.5,446,9.65,5.9,4,4.59,0,False,955.6,615.0,108.53,0.1023440770196735,0.4263290079531184,0.46515278359146084,0.006174131435747175,1.5538211382113822,0
988-9997,84,0,466.9,85,45.57,449.7,74,49.54,454.7,99,44.55,44.0,6,4.97,5,True,1415.3,264.0,144.63,0.3298947219670741,0.3177418215219388,0.3212746414187805,0.0310888150922066,5.360984848484848,2
986-5575,458,55,455.4,459,46.58,468.5,79,44.84,486.4,74,8.59,9.7,4,4.64,5,False,1420.0,616.0,104.65,0.3207042253521127,0.32992957746478874,0.3425352112676056,0.006830985915492957,2.3051948051948052,1
997-7755,445,0,400.4,94,54.05,444.9,407,40.84,490.9,96,8.59,8.8,5,4.58,4,False,1344.9999999999998,602.0,108.06,0.2976951672862454,0.33078066914498144,0.36498141263940526,0.006542750929368031,2.2342192691029896,3
767-5556,84,0,489.4,400,49.45,455.8,97,49.87,445.5,448,40.06,44.7,4,5.45,4,True,1435.4,949.0,144.82999999999998,0.3409502577678695,0.31754214853002644,0.3103664483767591,0.03114114532534485,1.5125395152792414,2
799-5766,447,0,498.4,444,55.75,449.5,404,44.44,464.8,445,7.55,40.5,5,4.84,4,False,1453.2,1139.5,112.58,0.3429672447013487,0.30931736856592346,0.3198458574181118,0.027869529314616018,1.1195685670261941,3
985-9778,60,0,480.5,67,50.65,408.0,68,47.68,484.4,404,8.45,44.8,6,5.46,4,False,1417.7,545.0,112.24,0.3389292516047118,0.28779008252803834,0.3416801862171122,0.03160047965013754,2.601284403669725,2
768-9877,64,0,86.5,84,44.67,458.7,99,40.49,458.4,79,40.75,44.5,4,5.58,4,False,1048.1,266.0,131.49,0.08253029291098178,0.4376490792863277,0.4373628470565786,0.04245778074611201,3.9402255639097743,4
779-9677,454,0,440.9,408,40.95,467.4,94,44.45,544.4,409,44.5,44.7,8,5.97,5,False,1497.3999999999999,919.0,135.87,0.2944437024175237,0.3121410444770936,0.3635635100841459,0.029851743021236814,1.6293797606093579,3
776-9968,65,0,407.7,409,55.54,447.5,447,48.49,445.6,444,5.65,8.0,5,4.46,4,False,1308.8000000000002,1139.5,114.14,0.3115067237163814,0.3419162591687041,0.3404645476772616,0.006112469437652811,1.0029118773946362,2
985-5887,440,47,448.5,445,44.85,465.7,94,45.94,444.9,444,40.95,0.0,0,0.0,4,False,1359.1,983.0,131.74,0.3299977926569053,0.34265322639982343,0.3273489809432713,0.0,1.3826042726347914,1
795-9985,444,44,444.4,444,58.45,446.0,406,44.44,444.4,98,40.86,8.8,4,4.58,4,False,1343.6,952.0,148.33,0.3307532003572492,0.33194403096159575,0.3307532003572492,0.006549568323905925,1.411344537815126,1
778-5797,454,0,464.9,445,48.05,446.5,96,40.75,458.5,445,40.75,40.0,9,4.7,4,False,1409.9,995.0,134.25,0.3297396978509114,0.31668912688843176,0.3252003688204837,0.02837080644017306,1.4169849246231156,3
795-7699,76,0,407.5,440,48.44,458.4,455,40.45,474.8,446,44.45,40.0,5,4.7,4,True,1380.7,1139.5,138.04,0.2951401463026001,0.3320055044542623,0.34388353733613386,0.028970811907003693,1.0257800891530462,2
778-9596,400,0,485.0,444,54.45,484.5,94,45.54,474.9,94,44.57,5.4,8,4.58,4,False,1449.8000000000002,640.0,149.14000000000001,0.3345289005380052,0.3341840253828114,0.32756242240309,0.003724651676093254,2.2653125000000003,3
985-5876,99,54,444.4,74,44.5,405.4,58,47.49,454.0,445,40.55,7.7,4,4.08,5,False,1311.5,581.0,136.62000000000003,0.33884864658787645,0.30911170415554706,0.34616850934044985,0.005871139916126573,2.257314974182444,5
989-7779,99,0,458.4,96,40.55,446.5,450,40.95,498.4,447,8.95,44.4,4,5.55,5,False,1447.7,997.0,96.0,0.31664018788423015,0.30842025281480967,0.3442702217310216,0.03066933756993852,1.4520561685055167,2
989-7958,48,47,444.4,409,45.99,444.7,94,49.4,474.5,444,7.84,45.4,4,5.56,4,False,1409.0,951.0,108.79,0.31540099361249113,0.3156139105748758,0.336763662171753,0.03222143364088006,1.4815983175604626,5
765-5867,57,0,458.4,447,46.88,445.4,449,9.79,484.4,94,8.44,44.8,7,5.49,0,False,1432.9999999999998,997.0,70.6,0.31988834612700634,0.31081646894626663,0.33803210048848575,0.031263084438241454,1.437311935807422,2
755-5578,406,50,440.4,405,57.44,444.4,409,48.89,458.4,96,7.45,45.4,8,5.54,0,False,1388.6,918.0,119.32000000000001,0.3171539680253493,0.3200345671899755,0.33011666426616737,0.03269480051850785,1.512636165577342,1
989-5898,470,44,499.5,449,55.94,455.0,90,44.48,484.6,49,8.54,40.9,5,4.94,4,True,1480.0,593.0,113.89999999999998,0.3375,0.30743243243243246,0.3274324324324325,0.027635135135135134,2.4957841483979766,1
768-7956,78,0,409.5,405,48.64,486.4,90,44.54,447.6,445,44.44,4.9,9,4.54,4,False,1348.4,949.0,142.16,0.3036932660931474,0.3607238208246811,0.33194897656481753,0.003633936517353901,1.42086406743941,2
775-7759,449,44,474.4,449,49.46,445.6,455,49.04,450.0,94,6.75,45.9,40,5.75,4,True,1415.9,1038.0,111.0,0.3350519104456529,0.3147114909245003,0.3178190550180097,0.03241754361183699,1.3640655105973025,1
765-8886,444,0,405.8,85,54.65,87.8,440,7.46,466.4,444,7.48,44.7,4,5.46,4,False,1004.7,973.0,75.05,0.4039016621877177,0.08738927042898377,0.4642181745794764,0.044490892803822034,1.032579650565262,3
998-9885,95,0,460.0,455,47.4,445.5,98,48.5,488.9,87,8.5,9.4,4,4.46,0,False,1403.8000000000002,644.0,108.86,0.32768200598375835,0.3173528992734007,0.3482689841857814,0.00669611055705941,2.179813664596274,2
779-9979,446,0,54.4,406,8.69,408.6,457,47.75,498.0,94,8.94,44.5,5,5.54,4,False,1005.5,962.0,70.92,0.05410243659870711,0.4063649925410244,0.49527598209845847,0.044256588761810045,1.0452182952182951,3
799-5596,440,0,447.7,88,58.74,470.0,96,44.45,448.7,57,5.79,44.7,5,5.46,4,False,1411.1000000000001,246.0,114.44,0.3172702147261002,0.33307348876762805,0.3179788817234781,0.03167741478279357,5.736178861788618,3
788-7986,74,0,405.8,77,54.65,405.4,444,47.45,454.9,409,6.97,9.0,4,4.45,4,False,1275.1,934.0,113.52,0.3182495490549761,0.3179358481687711,0.35675633283664027,0.00705826993961258,1.365203426124197,2
798-9897,85,0,78.4,70,45.48,459.5,445,40.54,444.4,444,6.5,44.5,4,5.54,4,False,1026.8,963.0,98.06,0.07635372029606545,0.44750681729645503,0.43280093494351385,0.04333852746396572,1.066251298026999,2
765-8778,75,0,487.8,95,54.95,449.4,445,44.68,404.4,445,9.06,44.0,4,4.97,4,False,1385.6,989.0,113.66,0.3520496535796767,0.32433602771362585,0.2918591224018476,0.03175519630484989,1.4010111223458037,2
998-8969,444,44,447.4,94,44.64,448.5,446,49.44,466.7,408,7.5,7.4,5,4.94,4,False,1370.0,953.0,106.52,0.3265693430656934,0.3273722627737226,0.34065693430656935,0.005401459854014599,1.4375655823714586,1
997-9988,84,0,480.0,445,47.6,404.4,90,47.49,456.8,405,7.06,40.4,4,4.84,0,True,1381.6000000000001,944.0,106.99000000000001,0.34742327735958306,0.2927041111754487,0.33063115228720324,0.029241459177764908,1.4635593220338985,2
777-7788,444,46,457.4,88,45.54,455.7,445,45.45,447.6,94,44.44,44.5,7,5.44,4,False,1405.1999999999998,634.0,140.87,0.3255052661542841,0.3242954739538856,0.31853116994022207,0.031668089951608316,2.216403785488959,1
778-7977,74,0,486.4,444,54.64,498.6,440,46.88,406.5,80,9.49,45.8,5,5.75,4,True,1437.3,969.0,116.76,0.33841230084185625,0.3469004383218535,0.2828219578376122,0.031865302998678076,1.48328173374613,2
989-5587,406,49,85.6,454,44.44,405.9,454,47.55,449.5,75,40.55,8.4,5,4.49,4,False,949.4,988.0,137.03,0.09016220771013271,0.42753317884979986,0.4734569201601011,0.008847693279966295,0.9609311740890688,1
798-7675,474,0,405.9,409,54.66,454.0,445,49.89,460.7,65,7.45,47.8,4,4.84,4,False,1368.3999999999999,923.0,116.84,0.2966237942122187,0.3317743349897691,0.3366705641625256,0.0349313066354867,1.4825568797399782,3
799-5767,45,0,444.5,87,55.94,465.7,97,44.08,465.9,74,44.97,45.5,6,5.59,4,False,1421.6,264.0,150.58,0.31267585818795723,0.3275886325267305,0.32772931907709624,0.032006190208216094,5.384848484848485,2
798-9999,400,0,449.4,444,57.5,445.7,404,49.48,455.5,95,44.49,44.0,4,5.44,4,False,1394.6,947.0,156.91,0.3222429370428797,0.3195898465509824,0.32661695109708877,0.03155026530904919,1.472650475184794,3
769-5978,448,0,447.7,94,45.44,485.5,85,44.08,488.5,444,8.47,6.9,5,4.86,4,False,1428.6000000000001,628.0,102.85,0.31338373232535344,0.33984320313593724,0.34194316113677725,0.004829903401931961,2.2748407643312105,3
986-6789,484,0,449.9,450,59.08,444.4,95,44.47,464.4,440,44.84,44.4,4,5.85,4,False,1403.1,989.0,154.23999999999998,0.32064713847908205,0.3167272468106336,0.33098139833226425,0.0316442163780201,1.418705763397371,3
795-5898,447,0,404.8,448,47.48,445.7,95,44.44,494.4,97,8.64,40.0,5,4.7,4,False,1384.9,645.0,105.25999999999999,0.29229547259729943,0.32182829085132497,0.3569932847136977,0.02888295183767781,2.1471317829457366,3
777-7797,89,0,478.7,84,50.58,455.7,74,49.86,454.9,440,5.94,9.4,4,4.46,4,False,1398.7,602.0,110.83999999999999,0.3422463716308,0.32580253092157,0.3252305712447272,0.006720526202902696,2.323421926910299,2
795-9776,449,48,448.5,406,45.45,444.5,406,9.75,478.5,98,8.04,6.5,4,4.76,0,False,1378.0,914.0,68.0,0.32547169811320753,0.3225689404934688,0.3472423802612482,0.0047169811320754715,1.5076586433260395,1
798-6788,405,49,464.4,444,47.9,449.4,96,48.64,440.5,408,9.94,44.5,9,5.54,0,False,1398.8,957.0,112.02,0.3319988561624249,0.32127537889619673,0.31491278238490134,0.03181298255647698,1.4616509926854755,1
779-7598,465,0,497.4,90,55.54,488.5,445,46.04,444.4,94,9.5,7.8,8,4.44,4,False,1438.1,637.0,115.52,0.3458730269105069,0.339684305681107,0.30901884430846255,0.005423823099923511,2.2576138147566716,3
778-6959,89,0,445.4,99,49.64,409.9,445,47.84,480.9,444,44.64,45.9,6,4.49,5,False,1382.1,994.0,146.61,0.32226322263222634,0.2965776716590695,0.3479487736053831,0.033210332103321034,1.3904426559356136,2
988-5778,60,0,495.9,448,54.96,85.0,440,7.45,440.4,454,9.45,45.4,8,5.56,5,False,1066.7,1139.5,77.42,0.4648917221336833,0.07968500984344239,0.4128620980594356,0.04256116996343864,0.7901481481481482,2
989-9856,64,0,544.4,405,54.59,465.5,444,44.57,480.5,74,8.44,44.5,4,5.44,4,True,1534.9,927.0,113.03999999999999,0.35468108671574694,0.3032770864551436,0.3130497100788325,0.028992116750276888,1.6557713052858685,2
768-8555,78,0,495.4,99,54.88,446.9,88,9.94,445.5,409,40.95,9.5,4,4.54,4,False,1397.3,600.0,110.31000000000002,0.35454090030773633,0.3198311028411937,0.31882917054319043,0.006798826307879482,2.3288333333333333,2
797-6895,96,0,406.6,448,48.44,484.8,87,44.44,478.9,94,8.05,44.9,7,4.04,4,False,1415.2000000000003,636.0,104.97,0.2873092142453363,0.34256642170717916,0.33839739966082527,0.031726964386659125,2.225157232704403,2
798-7878,79,0,454.7,98,44.9,489.7,68,46.44,444.4,448,9.96,44.8,5,5.49,4,False,1433.6,619.0,106.79,0.31717354910714285,0.34158761160714285,0.3099888392857143,0.03125,2.3159935379644585,2
999-9576,494,56,456.4,77,46.55,445.5,446,48.54,479.4,85,44.56,9.9,6,4.67,4,False,1391.2,614.0,144.32,0.3280621046578493,0.32022714203565267,0.34459459459459457,0.007116158711903393,2.265798045602606,1
758-8578,48,0,480.8,409,50.74,488.8,58,44.55,494.9,94,8.64,44.4,6,5.84,4,False,1508.9,567.0,109.77,0.3186427198621512,0.323944595400623,0.32798727549870765,0.02942540923851812,2.661199294532628,2
769-6789,484,0,445.8,405,56.55,459.6,84,45.57,459.4,457,6.46,5.0,40,4.55,4,False,1369.8000000000002,986.0,113.13,0.32544897065265,0.3355234340779676,0.3353774273616586,0.003650167907723755,1.3892494929006087,3
988-9799,74,45,454.4,445,59.85,465.9,84,44.6,444.4,77,40.86,45.7,4,5.7,0,False,1410.3999999999999,610.0,151.01,0.3221781055019853,0.33033182076006806,0.3150879183210437,0.032402155416903014,2.3121311475409834,5
785-9585,223,23,263.2,220,23.02,292.2,99,26.23,222.2,92,22.02,20.0,3,2.2,2,False,797.5999999999999,414.0,73.47,0.32998996990972923,0.3663490471414243,0.27858575727181545,0.025075225677031097,1.9265700483091786,0
758-7957,32,0,299.2,22,30.9,62.9,33,3.26,296.9,39,3.36,6.6,2,2.23,2,False,665.6,96.0,39.74999999999999,0.4495192307692307,0.09450120192307691,0.44606370192307687,0.009915865384615384,6.933333333333334,4
797-8857,222,22,223.2,33,32.09,323.3,203,29.62,222.6,223,9.32,2.3,2,2.03,3,False,771.4,461.0,73.06,0.28934404977962147,0.41910811511537466,0.2885662431941924,0.0029815919108115113,1.6733188720173535,0
775-9779,222,32,233.6,32,23.96,222.0,222,23.32,326.2,92,22.69,22.2,3,3.02,0,False,804.0,349.0,72.99,0.290547263681592,0.27611940298507465,0.40572139303482585,0.027611940298507463,2.303724928366762,0
778-8777,63,0,229.2,232,22.93,223.3,33,29.22,203.3,222,9.2,22.2,6,3.23,2,True,678.0,493.0,64.58,0.3380530973451327,0.3293510324483776,0.29985250737463126,0.03274336283185841,1.3752535496957403,4
767-7787,93,0,236.6,33,26.62,222.6,23,22.03,292.3,223,3.63,22.3,3,3.32,3,False,773.8,282.0,55.60000000000001,0.3057637632463169,0.2876712328767123,0.3777461876453864,0.02881881623158439,2.7439716312056737,4
757-7569,33,22,296.2,239,33.39,230.9,90,23.33,39.3,23,2.02,23.3,2,3.23,2,False,589.6999999999999,354.0,61.97,0.5022892996438868,0.39155502798032904,0.06664405629981347,0.03951161607597084,1.6658192090395478,0
758-7958,222,0,220.2,203,23.22,232.3,202,22.62,239.6,203,3.33,2.2,6,2.03,2,False,694.3000000000001,614.0,51.2,0.31715396802534923,0.33458159297133805,0.3450957799222238,0.0031686590810888664,1.1307817589576548,4
757-7877,32,0,232.3,23,22.33,233.3,200,23.22,202.2,63,2.39,22.2,2,3.92,3,False,690.0,288.0,51.86,0.33666666666666667,0.33811594202898554,0.29304347826086957,0.03217391304347826,2.3958333333333335,4
978-6975,20,0,290.0,209,32.3,233.2,32,22.93,232.3,202,3.22,6.3,6,2.2,0,False,761.8,449.0,60.65,0.38067734313468105,0.3061170911000263,0.3049356786558152,0.008269887109477554,1.6966592427616924,4
978-7789,222,0,32.3,93,22.22,236.2,63,22.62,230.3,223,22.22,22.2,6,3.33,2,False,521.0,385.0,70.39,0.061996161228406906,0.45335892514395393,0.44203454894433786,0.042610364683301344,1.3532467532467531,4
976-8958,23,0,226.2,203,33.22,202.3,202,22.23,226.2,93,22.03,20.3,3,2.23,2,False,675.0,501.0,79.71000000000001,0.3351111111111111,0.2997037037037037,0.3351111111111111,0.030074074074074076,1.347305389221557,4
985-7787,229,0,220.2,92,23.32,222.3,92,23.2,233.3,203,3.22,22.2,9,3.0,2,False,698.0,396.0,52.739999999999995,0.3154727793696275,0.31848137535816623,0.3342406876790831,0.03180515759312321,1.7626262626262625,4
775-9897,93,0,226.3,202,22.22,266.3,33,22.23,232.3,233,3.23,9.2,2,2.32,3,False,734.1000000000001,470.0,50.0,0.3082686282522817,0.36275711755891565,0.31644190164827674,0.01253235254052581,1.5619148936170215,4
755-7577,39,23,220.9,92,20.33,223.0,92,23.22,263.2,226,2.32,3.3,3,2.3,2,False,710.3999999999999,413.0,48.169999999999995,0.3109515765765766,0.3139076576576577,0.37049549549549554,0.0046452702702702705,1.7200968523002418,0
757-7867,63,0,222.3,220,33.92,262.6,222,23.32,232.2,223,6.06,23.2,3,3.36,3,False,740.3000000000001,668.0,66.66000000000001,0.30028366878292584,0.3547210590301229,0.31365662569228686,0.03133864649466432,1.1082335329341317,4
